"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500"
"37179000024",13,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,2,1,6,14,6,2,4,8,4,7,4,1,12,3,14
"37067000504",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,5,9,9,9,11,5,12,12,3,3,3,11,13,13
"371150BEECH",7,10,10,13,2,2,2,2,7,10,10,13,13,13,4,13,13,13,4,2,2,10,10,10,14,10,8,8,8,10,10
"37179000023",13,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,2,1,6,14,6,2,4,8,4,7,4,1,12,3,3
"37067000503",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,5,9,9,9,11,5,12,12,3,3,3,11,13,13
"37179000022",8,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,2,12,6,11,6,2,12,9,4,7,5,5,5,7,14
"37067000502",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,8,5,9,9,9,11,5,12,12,3,3,3,11,13,13
"37065000104",6,4,4,2,9,8,3,8,3,9,6,14,1,12,1,1,5,11,1,12,5,13,1,1,1,9,6,4,13,11,2
"37067000501",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,5,9,9,9,11,5,12,12,3,3,3,11,13,13
"37065000103",6,4,4,2,9,8,3,8,3,9,6,14,1,12,1,5,5,11,1,12,5,13,1,1,3,9,6,4,3,11,2
"371510000NM",3,7,9,5,5,5,13,4,13,4,9,2,10,6,8,7,14,14,13,6,9,11,5,12,12,3,3,11,12,3,3
"37183012-09",2,8,2,8,14,1,8,3,9,11,2,1,5,5,9,11,7,7,5,8,7,8,13,6,13,6,11,12,1,4,4
"37183012-08",2,8,2,8,14,1,9,3,9,11,2,1,5,5,9,11,7,7,5,8,7,12,6,6,13,6,11,12,1,4,4
"37099000GLV",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37183012-07",5,2,2,8,14,1,8,3,8,2,5,11,5,5,1,11,7,7,5,8,7,8,13,6,13,6,11,9,3,2,11
"3700300G1G2",14,3,13,10,2,12,4,7,12,13,1,10,8,8,8,10,8,5,4,4,10,7,11,11,8,11,14,14,14,12,12
"37183012-06",2,2,2,8,14,1,9,3,9,11,5,11,5,5,9,11,7,7,5,8,7,8,13,6,13,6,11,9,1,4,4
"37183012-05",5,2,2,8,14,1,8,3,9,11,5,11,5,5,1,11,7,7,5,8,1,8,13,6,13,6,11,9,3,2,11
"37183012-04",2,2,2,8,14,1,9,3,9,11,5,11,5,5,1,11,7,7,12,8,7,8,13,6,13,6,11,9,3,2,11
"37067000507",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,5,9,9,9,11,5,12,12,3,3,3,11,13,13
"37067000506",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,5,9,6,9,11,5,12,12,3,3,3,11,13,13
"3706100CYCK",9,2,14,4,8,9,14,9,6,6,3,5,6,1,12,6,6,6,7,1,3,3,8,4,3,12,13,13,6,6,6
"370890000RG",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37067000505",3,7,3,5,11,4,5,5,10,12,7,7,10,6,8,4,14,5,9,6,9,11,5,12,12,3,3,3,11,13,13
"371370001RB",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,12,5,3,7,13,3,12,13,13,6,9,9
"3706100CHAR",9,2,14,6,3,3,6,9,8,6,3,5,6,1,11,6,6,6,7,1,3,3,8,4,7,4,13,13,6,11,2
"37179000010",13,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,2,12,14,14,6,2,12,8,4,7,4,1,12,3,3
"37099000CFK",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37179000018",8,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37011000002",12,3,13,10,2,12,7,12,12,13,10,13,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,8,8
"37011000001",12,3,13,10,2,12,7,2,12,13,10,13,8,9,4,8,13,10,4,2,2,9,14,14,10,8,7,7,14,8,8
"37179000016",10,14,7,7,12,13,12,1,11,5,8,9,2,2,14,12,9,12,6,11,14,14,4,9,11,5,5,5,5,7,14
"371870000LM",9,5,5,6,9,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"370890000PV",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37179000015",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37179000014",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,6,11,14,14,12,9,11,5,14,14,14,12,12
"37179000013",10,14,7,7,10,13,12,1,11,5,4,9,4,14,14,12,9,1,14,14,14,14,4,8,11,7,14,14,14,12,12
"37179000012",10,14,7,7,10,13,12,11,11,5,8,9,4,14,14,12,9,1,13,13,14,14,4,8,11,7,14,14,14,12,12
"370890000PR",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37179000011",10,14,8,7,10,13,12,11,13,5,4,9,4,2,14,12,2,1,14,14,6,2,4,8,4,7,4,1,12,3,3
"37143PARKVI",9,5,5,6,9,8,6,6,3,3,11,3,1,1,11,1,1,9,1,12,5,3,7,13,1,9,12,13,13,9,9
"37011000009",12,3,13,10,2,12,2,2,12,13,10,13,8,9,4,8,10,10,4,2,2,9,14,14,10,8,7,7,14,8,8
"37011000008",12,3,13,10,2,12,7,2,12,13,10,13,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,8,8
"37011000007",12,3,13,10,2,12,2,2,12,13,10,13,8,9,4,8,10,10,4,2,2,9,14,14,10,10,7,7,14,8,8
"37011000006",12,3,13,10,2,12,7,2,12,13,10,13,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,8,8
"37011000005",12,3,13,10,2,12,7,2,12,13,10,13,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,8,8
"37123000BIS",13,14,8,3,6,7,13,4,13,4,9,1,5,11,6,12,2,14,14,14,6,11,5,2,2,2,4,11,12,3,3
"37011000004",14,3,13,10,2,12,7,12,12,13,1,4,8,9,4,8,10,10,4,4,2,9,14,14,10,8,7,14,10,8,8
"37179000019",8,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,2,12,6,11,6,2,12,9,4,7,5,5,5,7,14
"37011000003",12,3,13,10,2,12,7,2,12,13,10,13,8,8,10,8,10,10,4,4,2,9,14,14,10,8,7,7,14,8,8
"37169001618",3,7,3,14,5,4,1,5,10,14,14,7,10,7,8,4,8,5,9,9,12,5,2,12,1,1,1,3,11,13,13
"37179000043",13,1,7,7,12,13,12,1,11,5,8,9,4,2,14,12,2,1,14,14,6,2,4,8,4,7,14,14,14,12,12
"37179000042",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,2,12,14,14,6,2,12,8,4,7,5,5,5,7,14
"37179000041",8,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37179000040",8,1,7,7,12,13,12,1,11,5,8,9,2,2,14,14,9,12,6,11,6,2,12,9,11,5,5,5,5,7,14
"370210023.3",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370210023.2",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"37009000020",14,3,13,10,2,12,7,12,12,13,1,10,8,8,10,8,10,10,4,4,2,9,14,14,10,11,14,7,14,12,12
"370210014.3",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"370210014.2",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3712700P22A",6,5,4,2,9,8,3,8,3,9,6,14,1,12,1,5,5,11,1,12,5,13,1,1,1,9,6,2,3,11,2
"3706100HALL",9,2,14,6,8,9,6,9,8,3,3,5,6,1,12,6,6,6,7,1,3,8,8,13,7,4,13,13,6,6,6
"37179000032",10,14,7,7,10,13,12,1,11,5,8,9,4,2,14,12,9,1,13,13,14,14,4,8,11,7,14,14,14,12,12
"37179000031",10,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,9,12,14,14,6,2,12,9,4,7,5,5,5,7,14
"37179000030",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,12,2,1,6,14,14,14,4,8,11,7,14,14,14,12,12
"37179000039",10,1,7,7,10,13,12,1,11,5,8,9,4,2,14,12,9,1,6,11,14,14,4,8,11,7,14,14,14,12,12
"37179000036",13,14,8,7,12,13,13,11,11,4,8,9,4,11,6,12,2,1,14,14,6,2,4,8,4,7,4,1,12,3,3
"37179000035",10,1,7,7,12,13,12,1,11,5,8,9,2,2,14,12,9,1,6,11,14,14,4,9,11,5,14,14,14,12,12
"370910000HV",9,5,5,6,9,8,6,6,3,3,6,3,1,1,11,1,1,9,1,12,5,13,1,13,1,9,12,4,13,9,9
"37179000034",13,14,8,7,12,13,12,1,11,5,8,9,4,2,14,12,2,1,14,14,6,2,4,8,11,7,4,1,12,3,3
"37179000033",8,1,7,7,12,13,12,1,11,5,8,9,4,2,14,14,2,12,6,11,6,2,12,9,4,5,5,5,5,7,14
"37119000243",8,13,12,12,12,11,11,1,4,8,4,8,2,9,14,14,9,4,10,10,4,4,12,5,11,5,5,10,10,8,8
"37119000242",12,1,1,1,7,10,4,11,12,1,1,10,9,9,4,10,12,4,10,10,4,4,9,5,5,5,10,10,7,5,7
"37119000241",10,1,1,1,7,10,11,11,4,8,1,10,9,14,2,10,12,4,10,10,4,4,9,5,5,11,10,10,7,5,7
"37119000240",12,1,1,1,7,10,4,11,12,1,1,10,9,9,4,10,12,4,10,10,4,4,9,5,5,5,10,7,7,5,7
"3714500MTTZ",6,5,4,2,4,14,10,10,5,7,6,6,1,10,9,9,3,11,3,5,13,6,1,1,1,9,12,4,9,14,1
"3703900PCHT",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3712700P21A",6,5,4,2,9,8,3,8,3,9,6,14,1,12,1,5,5,6,1,12,5,13,1,1,1,9,6,2,3,11,2
"370210054.2",7,10,10,13,13,2,2,2,7,10,10,13,13,13,13,13,13,13,2,2,11,10,10,10,14,10,8,8,8,10,10
"3709700SH-B",14,12,1,1,7,12,4,7,12,1,1,10,8,8,10,10,10,10,4,4,10,7,11,11,8,11,10,10,7,5,7
"37147000301",6,4,4,9,8,8,6,8,3,3,11,14,14,12,11,1,1,11,1,12,5,13,7,1,3,12,12,4,3,11,9
"3709700SH-A",14,12,13,1,2,12,4,7,12,13,1,10,8,8,10,10,10,10,4,4,10,7,11,11,8,11,14,14,14,12,12
"37011000013",12,3,13,10,2,12,7,2,12,13,10,13,8,9,4,8,10,10,4,2,2,9,14,14,10,8,7,7,14,8,8
"37011000012",12,3,13,10,2,12,7,2,12,13,10,13,8,8,10,8,10,10,4,2,2,9,14,14,10,10,7,7,14,8,8
"37049000016",9,4,5,6,8,8,6,6,3,3,11,3,14,1,11,1,1,9,1,1,5,3,7,13,3,12,13,13,6,9,9
"37011000011",14,3,13,10,2,12,7,2,12,13,10,13,8,9,4,8,10,10,4,4,2,9,14,14,10,8,7,14,10,8,8
"37011000010",12,3,13,10,2,2,2,2,12,13,10,13,13,13,4,13,13,13,4,2,2,9,14,14,10,10,7,7,14,8,8
"37049000011",9,4,5,6,8,8,6,6,6,3,11,3,14,1,11,1,1,9,1,1,3,3,7,13,3,12,13,13,6,9,9
"37183001-09",5,9,2,8,14,6,8,14,5,2,12,11,3,3,3,3,7,7,5,8,8,12,3,7,13,6,6,2,2,1,11
"37119000232",8,13,7,7,12,13,11,1,11,5,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37119000231",8,13,7,7,12,13,11,1,11,5,8,8,2,2,14,14,9,12,6,11,14,14,12,9,11,5,5,5,5,7,14
"37183001-07",5,9,2,8,14,6,8,14,5,2,12,11,3,3,3,3,7,7,5,8,8,12,3,6,13,6,6,9,2,2,11
"37119000230",8,13,12,12,12,11,11,1,4,8,4,8,2,9,14,14,9,12,6,10,4,4,12,5,11,5,5,10,7,5,7
"37183001-06",5,9,2,8,14,6,8,14,5,2,12,11,3,3,3,3,7,8,5,8,8,12,3,7,13,6,6,2,2,2,11
"37011000019",12,3,13,10,2,12,2,2,12,13,10,13,13,13,4,13,13,13,4,2,2,9,14,14,10,10,7,7,14,8,8
"37183001-05",5,9,2,8,14,6,8,14,5,2,12,11,3,3,3,3,7,8,5,8,8,12,3,7,13,6,6,2,2,2,11
